345.52	1176.05
345.73	1176.05
345.94	1176.05
346.16	1176.68
346.37	1181.72
346.58	1188.19
346.79	1184.81
347.00	1185.41
347.22	1182.70
347.43	1180.08
347.64	1190.63
347.85	1180.18
348.06	1188.91
348.28	1181.15
348.49	1187.29
348.70	1185.61
348.91	1185.55
349.12	1171.72
349.34	1188.97
349.55	1177.79
349.76	1182.15
349.97	1184.77
350.18	1186.33
350.40	1185.06
350.61	1179.79
350.82	1179.67
351.03	1188.66
351.24	1182.39
351.46	1187.49
351.67	1186.88
351.88	1189.07
352.09	1180.12
352.30	1190.32
352.51	1179.67
352.73	1185.63
352.94	1181.43
353.15	1191.43
353.36	1180.80
353.57	1194.64
353.79	1182.29
354.00	1181.76
354.21	1181.31
354.42	1192.51
354.63	1183.52
354.84	1187.27
355.06	1188.56
355.27	1190.65
355.48	1186.59
355.69	1191.08
355.90	1184.36
356.11	1187.56
356.33	1179.28
356.54	1195.79
356.75	1185.71
356.96	1189.05
357.17	1188.52
357.38	1191.53
357.60	1187.74
357.81	1194.66
358.02	1186.88
358.23	1183.95
358.44	1185.75
358.65	1188.76
358.87	1182.78
359.08	1182.89
359.29	1179.71
359.50	1195.50
359.71	1182.76
359.92	1190.75
360.13	1184.91
360.35	1195.42
360.56	1189.03
360.77	1191.43
360.98	1185.77
361.19	1193.13
361.40	1178.42
361.62	1194.78
361.83	1182.23
362.04	1187.02
362.25	1186.70
362.46	1187.74
362.67	1183.17
362.88	1187.58
363.10	1190.55
363.31	1191.79
363.52	1188.15
363.73	1189.79
363.94	1179.79
364.15	1195.87
364.36	1190.44
364.57	1193.76
364.79	1184.18
365.00	1188.83
365.21	1184.91
365.42	1191.79
365.63	1185.73
365.84	1196.42
366.05	1182.82
366.27	1184.18
366.48	1185.63
366.69	1195.30
366.90	1188.56
367.11	1189.95
367.32	1183.97
367.53	1189.79
367.74	1187.84
367.95	1188.62
368.17	1189.46
368.38	1189.67
368.59	1192.94
368.80	1189.77
369.01	1183.56
369.22	1186.72
369.43	1180.88
369.64	1186.35
369.86	1188.72
370.07	1197.18
370.28	1185.94
370.49	1190.34
370.70	1186.70
370.91	1194.85
371.12	1180.45
371.33	1189.83
371.54	1184.83
371.76	1182.31
371.97	1187.86
372.18	1190.03
372.39	1179.73
372.60	1192.61
372.81	1184.59
373.02	1189.62
373.23	1181.13
373.44	1189.48
373.65	1186.33
373.87	1190.28
374.08	1192.61
374.29	1184.16
374.50	1185.10
374.71	1196.69
374.92	1193.97
375.13	1188.33
375.34	1183.77
375.55	1198.37
375.76	1189.01
375.97	1191.57
376.19	1191.34
376.40	1187.82
376.61	1182.15
376.82	1201.52
377.03	1185.67
377.24	1197.24
377.45	1186.51
377.66	1194.17
377.87	1195.52
378.08	1197.61
378.29	1179.55
378.50	1190.98
378.71	1182.31
378.93	1184.79
379.14	1187.04
379.35	1187.31
379.56	1186.06
379.77	1191.65
379.98	1186.06
380.19	1196.42
380.40	1187.23
380.61	1185.86
380.82	1190.81
381.03	1194.29
381.24	1188.19
381.45	1197.71
381.66	1183.81
381.88	1198.37
382.09	1181.58
382.30	1194.78
382.51	1189.99
382.72	1185.41
382.93	1188.19
383.14	1188.23
383.35	1191.18
383.56	1194.83
383.77	1189.03
383.98	1190.20
384.19	1191.73
384.40	1184.87
384.61	1184.91
384.82	1188.17
385.03	1180.86
385.24	1190.89
385.45	1189.05
385.67	1190.40
385.88	1191.34
386.09	1190.61
386.30	1186.12
386.51	1188.56
386.72	1192.88
386.93	1194.05
387.14	1185.94
387.35	1189.93
387.56	1189.23
387.77	1193.04
387.98	1183.97
388.19	1190.81
388.40	1190.87
388.61	1190.28
388.82	1185.34
389.03	1192.86
389.24	1188.21
389.45	1196.81
389.66	1186.55
389.87	1191.96
390.08	1185.10
390.29	1197.00
390.50	1188.37
390.71	1193.39
390.92	1183.97
391.13	1196.26
391.34	1185.36
391.55	1201.30
391.76	1188.62
391.98	1192.84
392.19	1185.84
392.40	1187.80
392.61	1183.79
392.82	1201.71
393.03	1182.58
393.24	1194.60
393.45	1184.12
393.66	1196.16
393.87	1182.48
394.08	1190.73
394.29	1189.28
394.50	1190.93
394.71	1182.31
394.92	1192.68
395.13	1189.34
395.34	1192.98
395.55	1182.91
395.76	1185.84
395.97	1192.04
396.18	1196.73
396.39	1192.92
396.60	1197.61
396.81	1184.52
397.02	1192.18
397.23	1193.64
397.44	1191.94
397.65	1189.17
397.86	1194.27
398.07	1189.15
398.28	1190.57
398.49	1193.76
398.70	1186.94
398.91	1187.51
399.12	1187.92
399.33	1189.05
399.54	1192.23
399.75	1191.26
399.96	1196.79
400.17	1188.58
400.38	1197.65
400.59	1184.61
400.80	1188.97
401.01	1183.81
401.22	1201.60
401.42	1191.82
401.63	1191.41
401.84	1187.88
402.05	1194.89
402.26	1194.07
402.47	1190.55
402.68	1189.62
402.89	1189.03
403.10	1188.21
403.31	1189.85
403.52	1183.77
403.73	1204.06
403.94	1193.72
404.15	1193.02
404.36	1192.29
404.57	1192.29
404.78	1183.19
404.99	1202.08
405.20	1192.02
405.41	1199.50
405.62	1190.10
405.83	1195.85
406.04	1197.78
406.25	1194.11
406.46	1184.22
406.67	1187.31
406.88	1187.62
407.09	1200.62
407.30	1189.52
407.50	1196.42
407.71	1187.27
407.92	1196.87
408.13	1188.48
408.34	1193.97
408.55	1189.81
408.76	1192.39
408.97	1196.67
409.18	1191.08
409.39	1199.47
409.60	1193.74
409.81	1192.14
410.02	1188.64
410.23	1187.25
410.44	1195.99
410.65	1186.96
410.86	1195.50
411.07	1186.35
411.27	1203.67
411.48	1189.38
411.69	1191.49
411.90	1197.39
412.11	1184.09
412.32	1187.66
412.53	1198.45
412.74	1190.89
412.95	1196.71
413.16	1192.70
413.37	1194.52
413.58	1186.22
413.79	1201.24
414.00	1192.06
414.20	1200.62
414.41	1192.06
414.62	1199.13
414.83	1193.68
415.04	1205.48
415.25	1195.46
415.46	1206.19
415.67	1198.37
415.88	1199.72
416.09	1197.88
416.30	1203.78
416.51	1203.24
416.71	1212.19
416.92	1200.03
417.13	1209.59
417.34	1212.75
417.55	1223.66
417.76	1217.54
417.97	1227.84
418.18	1225.30
418.39	1237.06
418.60	1239.59
418.81	1244.86
419.01	1248.59
419.22	1268.08
419.43	1274.96
419.64	1293.01
419.85	1300.66
420.06	1326.74
420.27	1326.59
420.48	1341.95
420.69	1342.53
420.90	1359.22
421.10	1352.54
421.31	1377.03
421.52	1358.21
421.73	1380.35
421.94	1379.94
422.15	1386.11
422.36	1387.29
422.57	1385.55
422.78	1393.85
422.98	1399.25
423.19	1395.57
423.40	1405.85
423.61	1400.83
423.82	1403.62
424.03	1408.27
424.24	1404.58
424.45	1406.69
424.65	1407.75
424.86	1393.23
425.07	1400.07
425.28	1380.43
425.49	1380.70
425.70	1358.79
425.91	1362.96
426.12	1339.72
426.32	1337.82
426.53	1317.83
426.74	1319.59
426.95	1314.84
427.16	1311.93
427.37	1298.41
427.58	1298.06
427.78	1295.77
427.99	1304.33
428.20	1276.13
428.41	1290.24
428.62	1278.38
428.83	1282.17
429.04	1270.93
429.24	1280.12
429.45	1259.91
429.66	1273.10
429.87	1264.35
430.08	1260.85
430.29	1259.09
430.50	1263.06
430.70	1253.66
430.91	1260.40
431.12	1251.55
431.33	1261.00
431.54	1251.84
431.75	1261.06
431.96	1246.43
432.16	1258.99
432.37	1242.87
432.58	1246.74
432.79	1235.74
433.00	1242.56
433.21	1230.58
433.41	1240.48
433.62	1238.53
433.83	1233.84
434.04	1241.38
434.25	1246.33
434.46	1228.21
434.66	1246.95
434.87	1238.32
435.08	1235.95
435.29	1232.59
435.50	1237.77
435.71	1235.48
435.91	1233.53
436.12	1228.23
436.33	1241.70
436.54	1240.60
436.75	1243.20
436.95	1237.73
437.16	1262.31
437.37	1269.43
437.58	1283.99
437.79	1294.28
438.00	1317.11
438.20	1326.24
438.41	1336.59
438.62	1339.62
438.83	1358.60
439.04	1350.00
439.24	1351.82
439.45	1343.16
439.66	1338.37
439.87	1334.23
440.08	1342.79
440.28	1317.72
440.49	1314.55
440.70	1298.49
440.91	1291.47
441.12	1274.23
441.32	1264.54
441.53	1247.15
441.74	1239.55
441.95	1233.14
442.16	1235.87
442.36	1214.61
442.57	1219.28
442.78	1212.50
442.99	1224.42
443.20	1211.09
443.40	1224.13
443.61	1208.10
443.82	1218.71
444.03	1209.92
444.24	1224.36
444.44	1209.94
444.65	1213.44
444.86	1208.28
445.07	1208.04
445.27	1205.02
445.48	1206.09
445.69	1196.55
445.90	1201.05
446.11	1192.39
446.31	1200.83
446.52	1190.81
446.73	1201.34
446.94	1193.21
447.14	1198.21
447.35	1189.77
447.56	1197.30
447.77	1189.11
447.97	1197.43
448.18	1188.93
448.39	1197.22
448.60	1183.81
448.81	1204.23
449.01	1189.34
449.22	1204.49
449.43	1189.30
449.64	1197.63
449.84	1187.56
450.05	1197.51
450.26	1191.45
450.47	1194.66
450.67	1191.82
450.88	1193.33
451.09	1191.16
451.30	1190.36
451.50	1187.15
451.71	1197.34
451.92	1187.64
452.13	1187.00
452.33	1189.62
452.54	1196.18
452.75	1199.21
452.96	1202.44
453.16	1188.72
453.37	1198.80
453.58	1186.10
453.79	1197.47
453.99	1187.33
454.20	1191.86
454.41	1187.60
